activity,cid,acvalue
Inconclusive,72544182,NULL
Inconclusive,72544403,NULL
Inconclusive,72547527,NULL
Inconclusive,72544181,NULL
Inconclusive,72544404,NULL
Inconclusive,72544180,NULL
Inconclusive,72544405,NULL
Inconclusive,72204850,NULL
Inconclusive,72204850,NULL
Inconclusive,73055008,NULL
Inconclusive,73055294,NULL
Inconclusive,73055012,NULL
Inconclusive,73054729,NULL
Inconclusive,73055007,NULL
Inconclusive,72172,NULL
Inconclusive,16739650,NULL
Inconclusive,5311,NULL
Inconclusive,118715268,NULL
Inconclusive,444732,NULL
Inconclusive,127035992,NULL
Inconclusive,31703,NULL
Inconclusive,53340666,NULL
Inconclusive,10113978,NULL
Inconclusive,9808666,NULL
Inconclusive,145955517,NULL
Inconclusive,444732,NULL
Inconclusive,444732,NULL
Inconclusive,5311,NULL
Inconclusive,4261,NULL
Inconclusive,145988041,NULL
Inconclusive,145986214,NULL
Inconclusive,46907787,NULL
Inconclusive,155563558,NULL
Inconclusive,444732,NULL
Inconclusive,9884685,NULL
Inconclusive,142506163,NULL
Inconclusive,142506013,NULL
Inconclusive,142506157,NULL
Inconclusive,444732,NULL
Inconclusive,34244817,NULL
Inconclusive,20776362,NULL
Inconclusive,156016556,NULL
Inconclusive,444732,NULL
Inconclusive,5311,NULL
Inconclusive,6675804,NULL
Inconclusive,6918848,NULL
Inactive,11639241,NULL
Inactive,9944846,NULL
Inactive,446541,NULL
Inactive,73680,NULL
Inactive,6915,NULL
Inactive,4775,NULL
Inactive,42638969,NULL
Inactive,42639146,NULL
Inactive,42638969,NULL
Inactive,42639146,NULL
Inactive,44589734,NULL
Inactive,44589736,NULL
Inactive,44589733,NULL
Inactive,16065840,NULL
Inactive,44589774,NULL
Inactive,44589733,NULL
Inactive,44589736,NULL
Inactive,11265575,NULL
Inactive,44415901,NULL
Inactive,44415923,NULL
Inactive,44415974,NULL
Inactive,44415975,NULL
Inactive,44415993,NULL
Inactive,44416086,NULL
Inactive,44416195,NULL
Inactive,44416359,NULL
Inactive,44416373,NULL
Inactive,44415994,NULL
Inactive,44416016,NULL
Inactive,44416042,NULL
Inactive,44416061,NULL
Inactive,44416062,NULL
Inactive,44416085,NULL
Inactive,11412948,NULL
Inactive,25141403,NULL
Inactive,25141404,NULL
Inactive,44588002,NULL
Inactive,11161754,NULL
Inactive,6918328,NULL
Inactive,44454598,NULL
Inactive,22478773,NULL
Inactive,20785858,NULL
Inactive,22478847,NULL
Inactive,44591286,NULL
Inactive,23634372,NULL
Inactive,44591287,NULL
Inactive,44591288,NULL
Inactive,44591320,NULL
Inactive,44591321,NULL
Inactive,44591322,NULL
Inactive,44591323,NULL
Inactive,44591324,NULL
Inactive,24746434,NULL
Inactive,44598388,NULL
Inactive,46887919,NULL
Inactive,46884055,NULL
Inactive,46884061,NULL
Inactive,46884116,NULL
Inactive,46887920,NULL
Inactive,46887921,NULL
Inactive,12000743,NULL
Inactive,5280453,NULL
Inactive,46906642,NULL
Inactive,5280453,NULL
Inactive,46907089,NULL
Inactive,44473232,NULL
Inactive,46907195,NULL
Inactive,46907195,NULL
Inactive,46907161,NULL
Inactive,46907162,NULL
Inactive,46906596,NULL
Inactive,46907280,NULL
Inactive,46907053,NULL
Inactive,46907090,NULL
Inactive,46907092,NULL
Inactive,46907123,NULL
Inactive,46907161,NULL
Inactive,46907123,NULL
Inactive,46907091,NULL
Inactive,46907089,NULL
Inactive,46907091,NULL
Inactive,44473233,NULL
Inactive,46907278,NULL
Inactive,46907280,NULL
Inactive,444732,NULL
Inactive,444732,NULL
Inactive,444732,NULL
Inactive,9543539,NULL
Inactive,5311,NULL
Inactive,9543539,NULL
Inactive,9543539,NULL
Inactive,444732,NULL
Inactive,5311,NULL
Inactive,444732,NULL
Inactive,444732,NULL
Inactive,5311,NULL
Inactive,5311,NULL
Inactive,5311,NULL
Inactive,5311,NULL
Inactive,5258,NULL
Inactive,5258,NULL
Inactive,445580,NULL
Inactive,24894137,NULL
Inactive,24894137,NULL
Inactive,24894137,NULL
Inactive,88129,NULL
Inactive,44253226,NULL
Inactive,56676755,NULL
Inactive,4775,NULL
Inactive,56676753,NULL
Inactive,4775,NULL
Inactive,56673448,NULL
Inactive,4943,NULL
Inactive,56676754,NULL
Inactive,208908,NULL
Inactive,56659598,NULL
Inactive,444732,NULL
Inactive,56663191,NULL
Inactive,252353,NULL
Inactive,56663191,NULL
Inactive,444732,NULL
Inactive,56663191,NULL
Inactive,25210169,NULL
Inactive,54576530,NULL
Inactive,54576530,NULL
Inactive,56669931,NULL
Inactive,56683417,NULL
Inactive,25066642,NULL
Inactive,44448303,NULL
Inactive,56683418,NULL
Inactive,56666523,NULL
Inactive,60167648,NULL
Inactive,30323,NULL
Inactive,56964457,NULL
Inactive,57325672,NULL
Inactive,30323,NULL
Inactive,56964457,NULL
Inactive,57325672,NULL
Inactive,11988293,NULL
Inactive,90654947,NULL
Inactive,118712502,NULL
Inactive,118712503,NULL
Inactive,56663191,NULL
Inactive,72195322,NULL
Inactive,118714375,NULL
Inactive,118714377,NULL
Inactive,56837168,NULL
Inactive,101882858,NULL
Inactive,5311,NULL
Inactive,101882857,NULL
Inactive,127029537,NULL
Inactive,127029281,NULL
Inactive,134821683,NULL
Inactive,12678680,NULL
Inactive,134821683,NULL
Inactive,12678680,NULL
Inactive,132137973,NULL
Inactive,145957740,NULL
Inactive,145974565,NULL
Inactive,24996163,NULL
Inactive,5311,NULL
Inactive,155565698,NULL
Inactive,155559583,NULL
Inactive,9543539,NULL
Inactive,155512415,NULL
Inactive,6917365,NULL
Inactive,155542994,NULL
Inactive,155555613,NULL
Inactive,155557270,NULL
Inactive,156012967,NULL
Inactive,156021482,NULL
Inactive,156020882,NULL
Inactive,156017725,NULL
Inactive,156017498,NULL
Inactive,135151448,NULL
Inactive,150076000,NULL
Inactive,135564749,NULL
Inactive,155522806,NULL
Inactive,155531258,NULL
Inactive,145720959,NULL
Inactive,145720957,NULL
Inactive,155520985,NULL
Inactive,145720958,NULL
Inactive,135357492,NULL
Inactive,137314561,NULL
Inactive,135357520,NULL
Inactive,12136798,NULL
Inactive,155558567,NULL
Inactive,142452063,NULL
Inactive,135357669,NULL
Inactive,135357622,NULL
Inactive,135357843,NULL
Inactive,137314572,NULL
Inactive,155534057,NULL
Inactive,137314573,NULL
Inactive,135357794,NULL
Inactive,145420176,NULL
Inactive,72946782,NULL
Inactive,72946782,NULL
Inactive,155520291,NULL
Inactive,155529506,NULL
Inactive,155524778,NULL
Inactive,155520291,NULL
Inactive,6809,NULL
Inactive,155513547,NULL
Inactive,72946782,NULL
Inactive,142365748,NULL
Inactive,145973818,NULL
Inactive,145972121,NULL
Inactive,145974217,NULL
Inactive,145972121,NULL
Inactive,145974217,NULL
Inactive,142365748,NULL
Inactive,145973818,NULL
Inactive,5311,NULL
Inactive,145989129,NULL
Inactive,118656852,NULL
Inactive,145981491,NULL
Inactive,145988272,NULL
Inactive,145992927,NULL
Inactive,145982131,NULL
Inactive,9543537,NULL
Inactive,14532761,NULL
Inactive,127034935,NULL
Inactive,127035957,NULL
Inactive,137189810,NULL
Inactive,5272796,NULL
Inactive,5272792,NULL
Inactive,127035121,NULL
Inactive,137175271,NULL
Inactive,137189811,NULL
Inactive,127034765,NULL
Inactive,137189788,NULL
Inactive,127034764,NULL
Inactive,137175272,NULL
Inactive,127035123,NULL
Inactive,127035122,NULL
Inactive,137189789,NULL
Inactive,127036135,NULL
Inactive,14735886,NULL
Inactive,127034766,NULL
Inactive,127034943,NULL
Inactive,127034942,NULL
Inactive,137189787,NULL
Inactive,127035955,NULL
Inactive,127035956,NULL
Inactive,127035103,NULL
Inactive,127035120,NULL
Inactive,127035484,NULL
Inactive,137189791,NULL
Inactive,127035959,NULL
Inactive,137189883,NULL
Inactive,137189812,NULL
Inactive,127035124,NULL
Inactive,127034941,NULL
Inactive,127036136,NULL
Inactive,127035958,NULL
Inactive,73707550,NULL
Inactive,25118059,NULL
Inactive,127041697,NULL
Inactive,127041698,NULL
Inactive,127038118,NULL
Inactive,74221664,NULL
Inactive,122550211,NULL
Inactive,53340666,NULL
Inactive,127045673,NULL
Inactive,147399,NULL
Inactive,71211,NULL
Inactive,10313,NULL
Inactive,72967,NULL
Inactive,122186553,NULL
Inactive,9865515,NULL
Inactive,137125265,NULL
Inactive,122186554,NULL
Inactive,101882814,NULL
Inactive,118738003,NULL
Inactive,118738001,NULL
Inactive,118738014,NULL
Inactive,118738005,NULL
Inactive,118738013,NULL
Inactive,118738009,NULL
Inactive,118738006,NULL
Inactive,118738011,NULL
Inactive,118738015,NULL
Inactive,118738024,NULL
Inactive,118738010,NULL
Inactive,118738008,NULL
Inactive,118738021,NULL
Inactive,118738028,NULL
Inactive,118738002,NULL
Inactive,118738018,NULL
Inactive,118738032,NULL
Inactive,118737999,NULL
Inactive,118738017,NULL
Inactive,118738023,NULL
Inactive,118738007,NULL
Inactive,118738029,NULL
Inactive,118738012,NULL
Inactive,118738020,NULL
Inactive,118738022,NULL
Inactive,136934974,NULL
Inactive,118738033,NULL
Inactive,118738027,NULL
Inactive,118738030,NULL
Inactive,118738034,NULL
Inactive,118738000,NULL
Inactive,118738025,NULL
Inactive,118738026,NULL
Inactive,118738016,NULL
Inactive,118738031,NULL
Inactive,118738004,NULL
Inactive,101845784,NULL
Inactive,118713443,NULL
Inactive,118714908,NULL
Inactive,118714909,NULL
Inactive,118726040,NULL
Inactive,86765212,NULL
Inactive,86765212,NULL
Inactive,10584105,NULL
Inactive,11019840,NULL
Inactive,136245290,NULL
Inactive,76328026,NULL
Inactive,136609963,NULL
Inactive,76313586,NULL
Inactive,90667552,NULL
Inactive,90667547,NULL
Inactive,136609960,NULL
Inactive,136609964,NULL
Inactive,90667553,NULL
Inactive,136245290,NULL
Inactive,90667551,NULL
Inactive,90667554,NULL
Inactive,76328026,NULL
Inactive,90667555,NULL
Inactive,90667550,NULL
Inactive,76313586,NULL
Inactive,90667549,NULL
Inactive,90667556,NULL
Inactive,90667548,NULL
Inactive,136609965,NULL
Inactive,136609966,NULL
Inactive,90667552,NULL
Inactive,136609964,NULL
Inactive,136609960,NULL
Inactive,90667549,NULL
Inactive,90667550,NULL
Inactive,136609963,NULL
Inactive,90667554,NULL
Inactive,90667547,NULL
Inactive,90667553,NULL
Inactive,90667548,NULL
Inactive,90667556,NULL
Inactive,90667551,NULL
Inactive,90667555,NULL
Inactive,136609966,NULL
Inactive,136609965,NULL
Inactive,118714908,NULL
Inactive,71624738,NULL
Inactive,5311,NULL
Inactive,71624738,NULL
Inactive,5311,NULL
Inactive,104842,NULL
Inactive,71625222,NULL
Inactive,136239449,NULL
Inactive,71450064,NULL
Inactive,135567459,NULL
Inactive,71457217,NULL
Inactive,136030781,NULL
Inactive,24753719,NULL
Inactive,136030780,NULL
Inactive,136030781,NULL
Inactive,135567459,NULL
Inactive,136030779,NULL
Inactive,135985829,NULL
Inactive,136069559,NULL
Inactive,71527847,NULL
Inactive,5311,NULL
Inactive,30323,NULL
Inactive,70696632,NULL
Inactive,56964457,NULL
Inactive,162648068,NULL
Inactive,132598366,NULL
Inactive,154641676,NULL
Inactive,162673173,NULL
Inactive,118366970,NULL
Inactive,162645548,NULL
Inactive,162664337,NULL
Inactive,118520227,NULL
Unspecified,11369840,80
Unspecified,11451850,80
Unspecified,11485450,80
Unspecified,11045824,110
Unspecified,10924497,53
Unspecified,10832425,100
Unspecified,10643236,100
Unspecified,10502119,100
Unspecified,10785752,100
Unspecified,10572471,100
Unspecified,11794739,100
Unspecified,5222465,140
Unspecified,11078239,104
Unspecified,10882720,85
Unspecified,11064399,70
Unspecified,10892650,NULL
Unspecified,11823979,NULL
Unspecified,10988706,NULL
Unspecified,44343093,50
Unspecified,44342959,50
Unspecified,44342872,NULL
Unspecified,5044,10
Unspecified,10967421,10
Unspecified,4996,10
Unspecified,11747496,10
Unspecified,9965141,10
Unspecified,298878,10
Unspecified,10902481,10
Unspecified,3811,10
Unspecified,9862144,10
Unspecified,11086699,10
Unspecified,10968817,10
Unspecified,11810423,10
Unspecified,5226635,10
Unspecified,44377463,10
Unspecified,9943996,10
Unspecified,403373,10
Unspecified,3810,10
Unspecified,5226635,10
Unspecified,44377463,10
Unspecified,3810,10
Unspecified,6918328,NULL
Unspecified,10531767,NULL
Unspecified,10746642,NULL
Unspecified,56664683,NULL
Unspecified,56664684,NULL
Unspecified,56668109,NULL
Unspecified,56681671,NULL
Unspecified,10627876,NULL
Unspecified,56671569,NULL
Unspecified,10818029,NULL
Unspecified,10579757,NULL
Unspecified,56675013,NULL
Unspecified,10651333,NULL
Unspecified,10651333,NULL
Unspecified,5222465,140
Unspecified,10572471,100
Unspecified,11794739,100
Unspecified,10832425,100
Unspecified,10643236,100
Unspecified,10502119,100
Unspecified,10785752,100
Unspecified,11370046,100
Unspecified,11149231,100
Unspecified,11173598,100
Unspecified,11737664,230
Unspecified,11153120,100
Unspecified,11818464,7500
Unspecified,11265575,80
Unspecified,11357542,100
Unspecified,9543540,120
Unspecified,11817924,150
Unspecified,11470740,100
Unspecified,44401338,70
Unspecified,70690843,100
Unspecified,11357542,100
Unspecified,11737664,230
Unspecified,11153120,100
Unspecified,11818464,7500
Unspecified,44359538,100
Unspecified,44359548,100
Unspecified,44359555,50
Unspecified,44359800,100
Unspecified,11817924,150
Unspecified,9543540,120
Unspecified,44340625,100
Unspecified,11470740,100
Unspecified,44322089,80
Unspecified,44322091,61
Unspecified,11176374,100
Unspecified,44328966,25
Unspecified,44328974,99
Unspecified,9543540,120
Unspecified,11817924,150
Unspecified,44356874,121
Unspecified,44357123,100
Unspecified,44357182,100
Unspecified,44357183,100
Unspecified,44357407,100
Unspecified,44357425,100
Unspecified,44357041,100
Unspecified,44357083,650
Unspecified,136136549,100
Unspecified,44357100,300
Unspecified,44357121,100
Unspecified,44357122,100
Unspecified,44356939,1000
Unspecified,44356966,100
Unspecified,23557362,100
Unspecified,44356975,100
Unspecified,44356976,100
Unspecified,9543546,100
Unspecified,5311,NULL
Unspecified,9543540,NULL
Unspecified,10246670,NULL
Unspecified,11817924,NULL
Unspecified,44356874,NULL
Unspecified,9927379,NULL
Unspecified,44357123,NULL
Unspecified,44357182,NULL
Unspecified,44357183,NULL
Unspecified,44357407,NULL
Unspecified,44357425,NULL
Unspecified,44357041,NULL
Unspecified,44357083,NULL
Unspecified,136136549,NULL
Unspecified,44357100,NULL
Unspecified,44357121,NULL
Unspecified,44357122,NULL
Unspecified,44356939,NULL
Unspecified,44356966,NULL
Unspecified,23557362,NULL
Unspecified,44356975,NULL
Unspecified,44356976,NULL
Unspecified,9543546,NULL
Unspecified,44350659,50
Unspecified,44350680,50
Unspecified,44350681,50
Unspecified,44350720,50
Unspecified,44350775,50
Unspecified,44350784,50
Unspecified,44350785,50
Unspecified,44350805,10
Unspecified,44351010,50
Unspecified,44351018,50
Unspecified,44330512,5
Unspecified,5311,0.001
Unspecified,24853793,0.001
Unspecified,16049824,0.001
Unspecified,44453452,NULL
Unspecified,3121,NULL
Unspecified,44453388,NULL
Unspecified,24186135,NULL
Unspecified,24759251,NULL
Unspecified,11696043,NULL
Unspecified,4157424,NULL
Unspecified,44453452,NULL
Unspecified,3082127,NULL
Unspecified,3121,995
Unspecified,24186135,198
Unspecified,11696043,56.4
Unspecified,4157424,102
Unspecified,44453452,10
Unspecified,11470740,100
Unspecified,44456995,10
Unspecified,44456972,40
Unspecified,11357542,40
Unspecified,9993471,25
Unspecified,9880673,NULL
Unspecified,44340841,50
Unspecified,44340858,50
Unspecified,44341230,50
Unspecified,44341042,5
Unspecified,11771679,10
Unspecified,11572286,100
Unspecified,11631108,100
Unspecified,11609655,100
Unspecified,24749072,100
Unspecified,23657111,3.2
Unspecified,6445533,NULL
Unspecified,15984110,NULL
Unspecified,11167060,NULL
Unspecified,2746,NULL
Unspecified,6918878,NULL
Unspecified,444732,NULL
Unspecified,3121,NULL
Unspecified,44431491,134
Unspecified,44431493,449
Unspecified,44431496,154
Unspecified,16739374,72
Unspecified,44431497,144
Unspecified,44431498,87
Unspecified,44431499,226
Unspecified,44427349,NULL
Unspecified,44427351,NULL
Unspecified,44427352,NULL
Unspecified,44427363,NULL
Unspecified,44427365,NULL
Unspecified,44427366,NULL
Unspecified,44427367,NULL
Unspecified,44427368,NULL
Unspecified,44427345,NULL
Unspecified,480029,NULL
Unspecified,44427361,NULL
Unspecified,44427364,NULL
Unspecified,11412948,10
Unspecified,11197404,10
Unspecified,16720547,10
Unspecified,11379942,10
Unspecified,16720330,10
Unspecified,11289208,10
Unspecified,11174153,10
Unspecified,5269,75
Unspecified,817096,51.2861
Unspecified,24854580,NULL
Unspecified,5311,NULL
Unspecified,24854432,NULL
Unspecified,24854580,NULL
Unspecified,24854434,NULL
Unspecified,24829371,NULL
Unspecified,24854366,NULL
Unspecified,24854360,NULL
Unspecified,24854504,NULL
Unspecified,24854358,NULL
Unspecified,24854502,NULL
Unspecified,24854438,NULL
Unspecified,24854582,NULL
Unspecified,24854577,NULL
Unspecified,24854510,NULL
Unspecified,24854364,NULL
Unspecified,24854508,NULL
Unspecified,24854362,NULL
Unspecified,24854506,NULL
Unspecified,24854434,NULL
Unspecified,24854582,NULL
Unspecified,24854436,NULL
Unspecified,42637299,NULL
Unspecified,42638005,NULL
Unspecified,42637372,NULL
Unspecified,42637148,100
Unspecified,42637790,NULL
Unspecified,42637149,NULL
Unspecified,42637927,51
Unspecified,42637926,100
Unspecified,42637851,100
Unspecified,42637223,100
Unspecified,42637852,100
Unspecified,42637224,100
Unspecified,42637791,NULL
Unspecified,42637220,100
Unspecified,42637221,100
Unspecified,42637850,100
Unspecified,42637222,100
Unspecified,42637148,NULL
Unspecified,42637790,NULL
Unspecified,42637149,NULL
Unspecified,42637791,NULL
Unspecified,42637220,NULL
Unspecified,42637221,NULL
Unspecified,42637850,NULL
Unspecified,42637222,NULL
Unspecified,42637851,NULL
Unspecified,42637223,NULL
Unspecified,42637852,NULL
Unspecified,42637224,NULL
Unspecified,42598709,NULL
Unspecified,9835353,NULL
Unspecified,42599706,NULL
Unspecified,42599707,NULL
Unspecified,42599710,NULL
Unspecified,42599711,NULL
Unspecified,42599942,NULL
Unspecified,23557355,NULL
Unspecified,42598706,NULL
Unspecified,5291,100
Unspecified,25216677,50
Unspecified,25217055,50
Unspecified,25217398,50
Unspecified,44572467,50
Unspecified,44572517,50
Unspecified,44572405,50
Unspecified,24857909,NULL
Unspecified,44589735,35
Unspecified,44589698,NULL
Unspecified,44589734,NULL
Unspecified,15984110,NULL
Unspecified,9824191,NULL
Unspecified,11507090,25
Unspecified,11557720,25
Unspecified,9993471,25
Unspecified,5113032,100
Unspecified,661302,100
Unspecified,4262314,100
Unspecified,3612016,100
Unspecified,11696935,83.66
Unspecified,11551748,55.83
Unspecified,11621069,96.26
Unspecified,11691923,66.11
Unspecified,11562023,89.68
Unspecified,46905060,50.64
Unspecified,11649112,84.4
Unspecified,45263294,58.97
Unspecified,45263307,80.25
Unspecified,45265748,98.52
Unspecified,135906527,125
Unspecified,5311,NULL
Unspecified,11379392,NULL
Unspecified,11254470,NULL
Unspecified,11470740,NULL
Unspecified,9543540,NULL
Unspecified,11173598,NULL
Unspecified,11737664,NULL
Unspecified,11153120,NULL
Unspecified,11818464,NULL
Unspecified,11265575,NULL
Unspecified,11370046,NULL
Unspecified,11817924,NULL
Unspecified,9927379,NULL
Unspecified,11357542,NULL
Unspecified,11437457,NULL
Unspecified,11370695,NULL
Unspecified,11149231,NULL
Unspecified,5311,NULL
Unspecified,11357542,NULL
Unspecified,11437457,NULL
Unspecified,11370695,NULL
Unspecified,11737664,NULL
Unspecified,11153120,NULL
Unspecified,11818464,NULL
Unspecified,11623126,NULL
Unspecified,44392266,NULL
Unspecified,44392304,NULL
Unspecified,5311,NULL
Unspecified,44580224,NULL
Unspecified,44580225,NULL
Unspecified,44580256,NULL
Unspecified,44580257,NULL
Unspecified,44580258,NULL
Unspecified,25211775,NULL
Unspecified,44126445,NULL
Unspecified,25211776,NULL
Unspecified,5311,NULL
Unspecified,44580224,NULL
Unspecified,44580225,NULL
Unspecified,44580257,NULL
Unspecified,44580258,NULL
Unspecified,25211775,NULL
Unspecified,25211776,NULL
Unspecified,11696917,67.1
Unspecified,25113671,NULL
Unspecified,24894420,NULL
Unspecified,24895119,NULL
Unspecified,24894422,NULL
Unspecified,24894421,NULL
Unspecified,24894420,NULL
Unspecified,24894422,NULL
Unspecified,444732,NULL
Unspecified,9865515,10
Unspecified,25195084,10
Unspecified,5311,NULL
Unspecified,24853793,10
Unspecified,24853792,10
Unspecified,4261,10
Unspecified,11700059,10
Unspecified,1133083,50
Unspecified,6918878,10
Unspecified,16663079,50
Unspecified,759408,50
Unspecified,44454143,50
Unspecified,44454144,50
Unspecified,44454415,50
Unspecified,44454416,50
Unspecified,44454650,50
Unspecified,24753670,50
Unspecified,9799221,NULL
Unspecified,6918714,NULL
Unspecified,6918878,20
Unspecified,5311,30
Unspecified,4261,50
Unspecified,25155417,50
Unspecified,25032862,50
Unspecified,25155956,50
Unspecified,15984110,NULL
Unspecified,11167060,NULL
Unspecified,23648261,NULL
Unspecified,23648262,NULL
Unspecified,23648263,NULL
Unspecified,23648264,NULL
Unspecified,23648268,NULL
Unspecified,23648265,NULL
Unspecified,10110195,NULL
Unspecified,23648266,NULL
Unspecified,2746,NULL
Unspecified,6918878,NULL
Unspecified,785232,NULL
Unspecified,5311,10
Unspecified,4261,10
Unspecified,11556677,10
Unspecified,44454650,50
Unspecified,9865515,10
Unspecified,44249820,NULL
Unspecified,45268021,NULL
Unspecified,24854366,NULL
Unspecified,11505708,NULL
Unspecified,24854366,NULL
Unspecified,11585178,NULL
Unspecified,45268754,NULL
Unspecified,45267050,NULL
Unspecified,45267026,NULL
Unspecified,45273010,NULL
Unspecified,24854436,NULL
Unspecified,24883414,NULL
Unspecified,5311,NULL
Unspecified,45267874,NULL
Unspecified,24854582,NULL
Unspecified,45267025,NULL
Unspecified,45268754,NULL
Unspecified,45269610,NULL
Unspecified,45272161,NULL
Unspecified,42601485,50
Unspecified,4118131,NULL
Unspecified,44819724,NULL
Unspecified,10313,NULL
Unspecified,4118131,NULL
Unspecified,5355635,NULL
Unspecified,44819898,NULL
Unspecified,44819724,NULL
Unspecified,10313,NULL
Unspecified,5355635,NULL
Unspecified,5878099,NULL
Unspecified,220184,NULL
Unspecified,44819899,NULL
Unspecified,44819898,NULL
Unspecified,5878099,NULL
Unspecified,44819899,NULL
Unspecified,220184,NULL
Unspecified,10313,NULL
Unspecified,5355635,NULL
Unspecified,44819898,NULL
Unspecified,5878099,NULL
Unspecified,4118131,NULL
Unspecified,44819724,NULL
Unspecified,220184,NULL
Unspecified,44819899,NULL
Unspecified,3121,564
Unspecified,3121,7240
Unspecified,689043,2540
Unspecified,1794427,375
Unspecified,5222465,365
Unspecified,5222465,800
Unspecified,5281767,115
Unspecified,264,136
Unspecified,464,NULL
Unspecified,1032,NULL
Unspecified,72899,NULL
Unspecified,8468,NULL
Unspecified,2284,NULL
Unspecified,689043,NULL
Unspecified,643460,NULL
Unspecified,1292,NULL
Unspecified,37439,NULL
Unspecified,23666456,NULL
Unspecified,19,NULL
Unspecified,6463,NULL
Unspecified,10430,NULL
Unspecified,11266,NULL
Unspecified,439655,NULL
Unspecified,1110,NULL
Unspecified,3840,NULL
Unspecified,445858,NULL
Unspecified,6287,NULL
Unspecified,7991,NULL
Unspecified,444539,NULL
Unspecified,311,NULL
Unspecified,547,NULL
Unspecified,69733,NULL
Unspecified,338,NULL
Unspecified,119,NULL
Unspecified,227,NULL
Unspecified,1794427,NULL
Unspecified,1923,NULL
Unspecified,637541,NULL
Unspecified,6590,NULL
Unspecified,5281767,NULL
Unspecified,348154,NULL
Unspecified,239512,50
Unspecified,44626297,50
Unspecified,45482672,50
Unspecified,45482660,50
Unspecified,44626296,50
Unspecified,45482635,50
Unspecified,45482635,50
Unspecified,9865515,10
Unspecified,9815304,10
Unspecified,13190582,10
Unspecified,45482635,10
Unspecified,45482658,10
Unspecified,24944849,100
Unspecified,46844536,NULL
Unspecified,5311,NULL
Unspecified,46844535,NULL
Unspecified,444732,NULL
Unspecified,46887922,NULL
Unspecified,11449246,NULL
Unspecified,11449246,NULL
Unspecified,11449246,NULL
Unspecified,46906266,82.85
Unspecified,46906239,50
Unspecified,42642260,918.7
Unspecified,42642259,100
Unspecified,14452250,100
Unspecified,46906297,179.4
Unspecified,42642262,NULL
Unspecified,42642258,NULL
Unspecified,42642371,NULL
Unspecified,5311,NULL
Unspecified,42601409,NULL
Unspecified,46907408,10
Unspecified,10054482,59
Unspecified,9543539,78
Unspecified,9543549,54
Unspecified,9543548,470
Unspecified,9543550,438
Unspecified,9543542,204
Unspecified,49864403,85
Unspecified,9543544,186
Unspecified,9543552,84
Unspecified,9543554,1
Unspecified,9543555,387
Unspecified,9543540,87
Unspecified,9543541,238
Unspecified,9543543,500
Unspecified,9543545,123
Unspecified,9543547,140
Unspecified,9543553,91
Unspecified,9543546,99
Unspecified,46934543,NULL
Unspecified,46934545,NULL
Unspecified,46934692,NULL
Unspecified,46934546,NULL
Unspecified,46934547,NULL
Unspecified,46934544,NULL
Unspecified,46934546,NULL
Unspecified,46934547,NULL
Unspecified,46934544,NULL
Unspecified,46934695,NULL
Unspecified,5311,NULL
Unspecified,46934697,NULL
Unspecified,135908146,NULL
Unspecified,46934548,NULL
Unspecified,46934692,NULL
Unspecified,135908146,NULL
Unspecified,46934695,NULL
Unspecified,46934691,NULL
Unspecified,135908145,NULL
Unspecified,46934697,NULL
Unspecified,46934691,NULL
Unspecified,135908145,NULL
Unspecified,46934694,NULL
Unspecified,5311,NULL
Unspecified,46934548,NULL
Unspecified,46934694,NULL
Unspecified,46934543,NULL
Unspecified,46934543,NULL
Unspecified,46934545,NULL
Unspecified,46934545,NULL
Unspecified,46934692,NULL
Unspecified,135908146,NULL
Unspecified,46934546,NULL
Unspecified,46934547,NULL
Unspecified,46934548,NULL
Unspecified,46934697,NULL
Unspecified,46934544,NULL
Unspecified,46934695,NULL
Unspecified,46934691,NULL
Unspecified,135908145,NULL
Unspecified,46934694,NULL
Unspecified,5311,NULL
Unspecified,50898982,87.5
Unspecified,136002521,100
Unspecified,50898981,61.1
Unspecified,20655275,73.1
Unspecified,50898983,58.1
Unspecified,11848287,NULL
Unspecified,53317649,NULL
Unspecified,11849154,NULL
Unspecified,11848284,NULL
Unspecified,53323775,NULL
Unspecified,11849153,NULL
Unspecified,11848476,NULL
Unspecified,11849156,NULL
Unspecified,11848286,NULL
Unspecified,11848476,NULL
Unspecified,11848478,NULL
Unspecified,11849155,NULL
Unspecified,11849155,NULL
Unspecified,11849152,NULL
Unspecified,11849152,NULL
Unspecified,11848285,NULL
Unspecified,11849156,NULL
Unspecified,11848478,NULL
Unspecified,11848285,NULL
Unspecified,11849154,NULL
Unspecified,11849154,NULL
Unspecified,11848284,NULL
Unspecified,11848284,NULL
Unspecified,11848286,NULL
Unspecified,11848286,NULL
Unspecified,53317649,NULL
Unspecified,11848287,NULL
Unspecified,53323775,NULL
Unspecified,11848476,NULL
Unspecified,11849153,NULL
Unspecified,11848285,NULL
Unspecified,11848287,NULL
Unspecified,53323775,NULL
Unspecified,53317649,NULL
Unspecified,11848476,NULL
Unspecified,11849153,NULL
Unspecified,11848478,NULL
Unspecified,11849156,NULL
Unspecified,5311,NULL
Unspecified,11849155,NULL
Unspecified,11849152,NULL
Unspecified,11849155,NULL
Unspecified,11849152,NULL
Unspecified,11848285,NULL
Unspecified,11848478,NULL
Unspecified,11849154,NULL
Unspecified,11848284,NULL
Unspecified,11848286,NULL
Unspecified,11848287,NULL
Unspecified,53323775,NULL
